Línea;Codigo;Descripción;Nivel
COLOMBINA;19038;GRISSLY GUSANOS POTE*200UNDS;2
COLOMBINA;19039;GRISSLY SPLASH DISPLAY*100 UND;2
COLOMBINA;19040;MILLOWS FOGATA*145GR;2
COLOMBINA;19041;GRISSLY CORAZON SPLASH *100 UND;2
COLOMBINA;19042;GRISSLY ANILLOS*100 UND;2
COLOMBINA;19043;GRISSLY OSOS *80GR;2
COLOMBINA;19044;GRISSLY GUSANOS*80G;2
COLOMBINA;19045;GRISSLY SPLASH*80G;2
COLOMBINA;19046;GRISSLY SANDIA*80G;2
COLOMBINA;19047;GRISSLY DELFIN*80G;2
COLOMBINA;19049;MILLOWS MINI *30 UNI;2
COLOMBINA;19050;MILLOWS METRO 50GR;2
COLOMBINA;19051;MILLOWS CORAZON*50 UND;2
COLOMBINA;19052;MILLOWS CORAZONES*145G;2
COLOMBINA;19053;MILLOWS OSO*50 UND;2
COLOMBINA;19054;MILLOWS SURTIDOS*75G;2
COLOMBINA;19055;MILLOWS SURTIDOS*35G;2
COLOMBINA;19057;MILLOWS INDIVIDUAL CREAM*50 UND;2
COLOMBINA;19058;PIRULITO SURTIDO*24 UND;2
COLOMBINA;19059;PIRULITO SURTIDO*48 UND;2
COLOMBINA;19060;PIRULITO LECHE*24 UND;2
COLOMBINA;19065;MORDISQUETAS RON CON PASAS*24 UND;2
COLOMBINA;19066;COLOMBINETA COOKIES AND CREAM*24 UND;2
COLOMBINA;19069;GRISSLY GUSANOS RPTO*300GR;2
COLOMBINA;19071;BON BON BUM FRESA INTENSA*24 UND;2
COLOMBINA;19072;BON BON BUM SURTIDO*24 UND;2
COLOMBINA;19073;BON BON BUM  FRESA*24 UND;2
COLOMBINA;19074;BON BON BUM TROPICAL SPLASH*24 UND;2
COLOMBINA;19077;CHOCMELOS CORAZON*10 UND;2
COLOMBINA;19078;CHOCMELOS PLEGADIZA*80 UND;2
COLOMBINA;19080;CHOCMELOS ICE CREAM*18 UND;2
COLOMBINA;19082;CHOCMELOS BOLSA *30UN;2
COLOMBINA;19083;CHOCOBREAK TRADICIONAL*50UN;2
COLOMBINA;19084;CHOCOBREAK PLEGA 5GR*70UN;2
COLOMBINA;19085;CHOCOBREAK & COOKIES PLEG*70UN;2
COLOMBINA;19086;CHOCOBREAK & COOKIES*30UN;2
COLOMBINA;19089;CHOCOBREAK BALL*50UN;2
COLOMBINA;19090;NUCITA CREM CAL DISP*18UN;2
COLOMBINA;19092;CHOCOLATINA NUCITA PLEG*12;
COLOMBINA;19093;NUCITA CAL BARQUILLO*12 UND;2
COLOMBINA;19095;FUSSIONE RON CON PASAS*100UNDS;2
COLOMBINA;19097;CHOCODISK PLEGADIZA *18 UND 16G;2
COLOMBINA;19098;AZUCAR PULVERIZADA *500 GR;2
COLOMBINA;19099;NUCITA POLVO DOYPACK *200G;2
COLOMBINA;19101;CREMA MUU*12 UND;2
COLOMBINA;19102;CHOCOLATINA MUUU LECHE*24 UND;2
COLOMBINA;19103;MOSTANEZA AJO *200GR;2
COLOMBINA;19107;MOSTANEZA DEL RANCHO*380GR;2
COLOMBINA;19109;SALSA DE TOMATE*4000G;2
COLOMBINA;19113;SALSA TOMATE DP*200G;2
COLOMBINA;19114;MAYONESA*130G;2
COLOMBINA;19115;MAYONESA*150GR;
COLOMBINA;19117;MAYONESA *200G;2
COLOMBINA;19118;MERMELADA DE FRESA* 90G;2
COLOMBINA;19119;MERMELADA DE MORA* 90G;2
COLOMBINA;19120;MERMELADA DE PIÑA*90G;2
COLOMBINA;19121;MERMELADA MORA*200G;2
COLOMBINA;19122;MERMELADA FRESA*200G;2
COLOMBINA;19123;MERMELADA PIÑA*200G;2
COLOMBINA;19126;AJI PICANTE *100G;2
COLOMBINA;19129;SALSA NEGRA DOYPACK *110G;2
COLOMBINA;19130;SALSA PARA CARNES*110G;2
COLOMBINA;19131;SALSA SOYA*110G;2
COLOMBINA;19132;SALSA BARBECUE*85G;2
COLOMBINA;19135;PASTA TOMATE*200G;2
COLOMBINA;19136;MIEL MOSTAZA*100G;2
COLOMBINA;19137;SALSA BARBECUE*200G;2
COLOMBINA;19139;VINAGRE BLANCO DOYPACK * 230CC;2
COLOMBINA;19141;SALSA DE CIRUELA*200G;2
COLOMBINA;19142;SALSA DE PIÑA*200G;2
COLOMBINA;19144;VINAGRETA *200G;2
COLOMBINA;19145;VINAGRE BLANCO*500CC;2
COLOMBINA;19147;LECHE CONDENSADA*300G;2
COLOMBINA;19148;LECHE CONDENSADA *400G;2
COLOMBINA;19150;LECHE CONDENSADA*25GR RISTRA *15UN;
COLOMBINA;19152;COMPOTA CRIOS MANZANA 100% *113G;3
COLOMBINA;19154;COMPOTA CRIOS PERA 100% *113G;3
COLOMBINA;19155;SALSA ROSADA *200G;2
COLOMBINA;19159;MOSTANEZA*200G;2
COLOMBINA;19160;SALSA TARTARA*200G;2
COLOMBINA;19161;SALSA ROSADA *3000G;2
COLOMBINA;19162;ATUN  EN AGUA *80GR *3UND;1,1
COLOMBINA;19163;ATUN ENSALADA *150G;1,1
COLOMBINA;19164;ATUN CHAMPIÑONES *150G;1,1
COLOMBINA;19165;ATUN EN ACEITE OLIVA * 80GR *3UND.;1,1
COLOMBINA;19166;ATUN ACEITE *80G;1,1
COLOMBINA;19167;ATUN LOMITOS AGUA *160G;1,1
COLOMBINA;19168;ATUN ACEITE *160GR;1,1
COLOMBINA;19169;ATUN ACEITE DE OLIVA *160G;1,1
COLOMBINA;19171;SARDINA TOMATE *425G;1,1
COLOMBINA;19172;SARDINA CILINDRICA ABRE FACIL *170GR;1,1
COLOMBINA;19173;SARDINA EN SALSA DE TOMATE 225G;1,1
COLOMBINA;19174;BBB CHICLE FRESA *50UDS;2
COLOMBINA;19175;GRISSLY MUNDO MARINO*80GR;2
COLOMBINA;19177;SPLOT BOLA*100UN;2
COLOMBINA;19179;SPLOT ACID EN LINEA 5*24UN;2
COLOMBINA;19180;SPLOT TATTOO*120UN ROJO;2
COLOMBINA;19182;SPLOT ESPANTA OJOS*60UN;2
COLOMBINA;19183;SPLOT MANGO BICHE*50UN;2
COLOMBINA;19184;XTIME EXTRAFUERTE DISP*100UN;2
COLOMBINA;19185;XTIME MENTA*100UN;2
COLOMBINA;19186;XTIME YERBABUEN*100UN;2
COLOMBINA;19187;XTIME CANELA*100UN;2
COLOMBINA;19189;XTIME SANDIA*100UN;2
COLOMBINA;19190;MUUU WAFER MAX VAINILLA 24G *18UN;2
COLOMBINA;19191;MUUU WAFER LECHE 24G *15UN;2
COLOMBINA;19192;MUUU WAFER ACHOCOLATADA 24G *15UN;2
COLOMBINA;19193;BRIDGE QUIMBAYA *18UN;
COLOMBINA;19194;BRIDGE MINITACO CHOCOLATE *71G;2
COLOMBINA;19195;BRIDGE MINITACO FRESA *71G;2
COLOMBINA;19196;BRIDGE MINITACO LECHE VAINILLA *71G;2
COLOMBINA;19198;MAX COCO WAFER BRIDGE 46G *10UND;
COLOMBINA;19199;BRIDGE TACO FRESA *151G;2
COLOMBINA;19200;BRIDGE TACO LECHE VAINILLA *151G;2
COLOMBINA;19202;BRIDGE TCO CHOCOLATE (24TC/1/151G);
COLOMBINA;19203;BRIDGE IND VAINILLA 30G*10UN;
COLOMBINA;19204;BRIDGE IND CHOCOLATE 30G*10UN;
COLOMBINA;19205;BRIDGE INDVI AREQUIPE 30GR*10N;
COLOMBINA;19206;BRIDGE INDVI FRESA30G*10UN;
COLOMBINA;19207;BRIDGE IND NARANJA*24BS*10UN*30G;
COLOMBINA;19209;MUUU CREMADA MAX 34GR *12UN;2
COLOMBINA;19210;MUUU CREMADA YOGUR FRESA 33GR *12UN;2
COLOMBINA;19211;MENTA LIMON EUCALIPTO*50UND;2
COLOMBINA;19212;MUUU CREMADA ACHOCOLATADA 33GR *12UN;2
COLOMBINA;19213;MUUU CREMADA AVENA LECHE 33GR *12UN;2
COLOMBINA;19215;MUUU GALLETA MANTEQUILLA 20GR *18UN;2
COLOMBINA;19216;BRINKY CHOCOLATE X6 (24BS/10/51G);2
COLOMBINA;19217;BRINKY VAINILLA X6 (24BS/10/51G);2
COLOMBINA;19218;BRINKY FRESA X6 (24BS/10/51G);2
COLOMBINA;19219;BRINKY LIMÓN X6 (24BS/10/51G);2
COLOMBINA;19220;NUCITA WAFER IND (24BS/8/20G);
COLOMBINA;19222;PIAZZA JIRAFA CHOCOL*24UN;
COLOMBINA;19223;PIAZZA JIRA MALTEADA FRSA*24UN;
COLOMBINA;19224;PIAZZA VAINILLA *45GR;
COLOMBINA;19225;PIAZZA CHOCOLATE *44GR;
COLOMBINA;19226;PIAZZA FRESA *45GR;
COLOMBINA;19227;PIAZZA AREQUIPE *45GR;
COLOMBINA;19228;PIAZZA JIRA AREQUI*24UN;
COLOMBINA;19229;PIAZZA CON CREMA NUCITA 18GR *12UND;2
COLOMBINA;19230;PIAZZA JIRAFA VAINILL*24UN;
COLOMBINA;19231;SALSA BRAVA BOTPLAST*320GR;2
COLOMBINA;19233;CRAKEÑAS DORADITAS TC *364GR;
COLOMBINA;19234;CRAKEÑAS DORADITAS IND 28GR *8UND;
COLOMBINA;19235;CRAKEÑAS MANTEQUILLA IND 27GR *8UN;
COLOMBINA;19236;CRAKEÑAS SALTIN INTEGRAL IND32GR *8UND;
COLOMBINA;19237;CRAKEÑAS SALTIN IND 5GALL*8UN;
COLOMBINA;19238;CRAKEÑAS SALTIN INTEGR TC *480GR;
COLOMBINA;19239;CRAKINUA CLUB MULTIGRANO CONQUINU*6UND;
COLOMBINA;19240;CRAKEÑAS CLUB IND 8X10 UND;
COLOMBINA;19241;CRAKEÑAS SALTIN *437GR;
COLOMBINA;19242;CRAKEÑAS SALTIN 106G *4TACOS;
COLOMBINA;19243;CRAKEÑAS DORADITAS 126G *4TACOS;
COLOMBINA;19244;CRAKEÑAS FIBRA MIEL 30G 8X10UND;
COLOMBINA;19245;PONKY NUCITA TIRA *8UND;2
COLOMBINA;19247;PONKY LECHE VAINILLA TIRA *8UND;2
COLOMBINA;19248;PONKY FRESAS CON CREMA TIRA *8UND;2
COLOMBINA;19249;PONKY CHOCO CARAMELO TIRA *8UND;2
COLOMBINA;19250;PONKY PONKE VAINILLA TIRA *8UND;2
COLOMBINA;19251;PONKY TORTA NEGRA TIRA *8UND;2
COLOMBINA;19254;SNACKY SALADITO *40G;2
COLOMBINA;19255;SNACKY CARAMELO 10G*12UND;2
COLOMBINA;19256;SNACKY CARAMELO 50GR TIRA *12UN;2
COLOMBINA;19258;CAFÉ BUENDIA LIOFILIZADO *50GR;2
COLOMBINA;19259;CAFE BUENDIA LIOFILIZADO *170 GR;2
COLOMBINA;19260;CAFE LIOFILIZADO GANCHO TIRA*6UN;2
COLOMBINA;19261;CAFÉ BUENDIA DESCAFEINADO *50GR;2
COLOMBINA;19268;MORA RELLENA *100UND;2
COLOMBINA;19269;CARAMELOS FRUTAS MIX*100UND;2
COLOMBINA;19270;MUUU GALLETA LECHE *18UNDS;2
COLOMBINA;19283;SURTI MIX *500GR;2
COLOMBINA;19287;COFFEE DELIGHT DURO*100UNDS;2
COLOMBINA;19288;CHOCOBREAK TRAD*30UN;2
COLOMBINA;19289;DULCE DE BREVAS*600GR;2
COLOMBINA;19290;AREQUIPE DOYPACK*220GR;2
COLOMBINA;19291;AJI *165 GR;2
COLOMBINA;19293;SALSA SOYA *180GR;2
COLOMBINA;19294;SALSA INGLESA *175GR;2
COLOMBINA;19295;SALSA NEGRA *180 GR BOTPLAST;
COLOMBINA;19296;AREQUIPE TARRO*220GR;2
COLOMBINA;19297;CRAKINUA GRANOS ANCESTRALES *6UNDS;2
COLOMBINA;19299;BRIDGE IND RON CON PASAS*30GR*10UN;
COLOMBINA;19304;MOSTANEZA DEL RANCHO *200GR;2
COLOMBINA;19306;BON BON BUM MARACUFRESA*24UNDS;2
COLOMBINA;19309;NUCITA DOYPACK BB ACHOCOL*1000GR;2
COLOMBINA;19310;TIPITIN SALVAJE *50UNDS *6GR;2
COLOMBINA;19311;XTIME BOLSA SURTIDA*200;2
COLOMBINA;19316;CAFE BUENDIA LIOFILIZADO *85GR;2
COLOMBINA;19317;CHOCOBREAK HUEVITOS*30UND;2
COLOMBINA;19321;BRIDGE IND LIMON*30GR*10UN;2
COLOMBINA;19322;TIPITIN FRUTICAS *25UNDS;2
COLOMBINA;19323;CRAKEÑAS CLUB INTEGRAL 8*10UNDS;
COLOMBINA;19331;GRISSLY SPLASH ACID BOLSA*300GR;2
COLOMBINA;19336;NUCITA WAFER CUB CHOC*8UNDS;2
COLOMBINA;19338;MAYONESA *1000;2
COLOMBINA;19346;MUUU CREMADA YOGURT MORA*12UNDS;2
COLOMBINA;19347;AREQUIPE *15GR BOLSA*12UND;2
COLOMBINA;19349;KICK MANI PLEGADIZA DISPLEY*12 UNDS* 35GR;2
COLOMBINA;19357;SPLOT SANDIA ACID*50UND;2
COLOMBINA;19358;XTIME MINT KRASH DISPL*12UND;2
COLOMBINA;19360;PIAZZA JIRA CHOCOLECHE*24UN;
COLOMBINA;19362;CHOCOBREAK MONO SURT*20UN;2
COLOMBINA;19364;ESTUCHE MOMENTS *3UN *42GR;
COLOMBINA;19366;MAYONESA *3000GR;2
COLOMBINA;19367;CRAKEÑAS MANTEQ 5MITTACOS*405GR;
COLOMBINA;19371;SALSA TOMATE *1000GR;2
COLOMBINA;19372;TIPITIN LECHE*50UNDS;2
COLOMBINA;19373;CHOCMELOS BESOS *12UNDS*30GR;2
COLOMBINA;19379;SALSA TOMATE*400GR;2
COLOMBINA;19390;MAYONESA *380GR;2
COLOMBINA;19407;CHOCODISK TIRA*6UND *16GR;2
COLOMBINA;19409;MILLOWS SURTIDO*145GR;2
COLOMBINA;19410;PIAZZA COCO*45GR;3
COLOMBINA;19411;MUUU CREMADA AVENA-BANANO*12UND*33GR;2
COLOMBINA;19416;PIRULITO NEON*12UN;2
COLOMBINA;19422;BRIDGE MITITACO COFFEE DELIGHT*87GR;2
COLOMBINA;19425;CRAKEÑAS FR ROJOS*8PAQ*27GR;3
COLOMBINA;19432;PIAZZA DELEITE BARQUILLOS*30GR;3
COLOMBINA;19440;ACEITE OLIVA VIRGEN EXTRA*250CC;2
COLOMBINA;19442;SPLOT DIVERTATOO2*120UN VERDE;2
COLOMBINA;19457;ATUN ACEITE*80GR*3UN;1,1
COLOMBINA;19471;CHOCOBREAK MEGA BALL*12UN;2
COLOMBINA;19472;SALSA CON TOM-CEB-AJO*106GR*6;2
COLOMBINA;19473;SALSA BOLOGNESA*106GR*6UDS;2
COLOMBINA;19484;BRIDGE COFFEE DELIGHT IND*10UND;2
COLOMBINA;19485;TIPITIN UNICORNIO*50UND;2
COLOMBINA;19491;PIAZZA JIRAFA BLACK*24UN;3
COLOMBINA;19499;XTIME FRESH*100UN;2
COLOMBINA;19503;LECHE CONDENSADA*100G DISPLAY*12UN;2
COLOMBINA;19514;SALSA CON MOSTAZA*200GR;2
COLOMBINA;19515;BON BON BUM CEREZA*24UN;2
COLOMBINA;19528;ALCOHOL SAN MARTIN*750ML;
COLOMBINA;19529;CHOCOBREAK MANI*30UN;
COLOMBINA;19530;ALCOHOL SAN MARTIN*1000ML;1,3
COLOMBINA;19531;MILLOWS UNICORNIO*50 UND;2
COLOMBINA;19533;MORDISQUETA MARACUYA*24UN;2
COLOMBINA;19535;BON BON BUM CARAMELO MASTICABLE *45 UND;2
COLOMBINA;19538;VINAGRETA MANGO YCHIA*330ML;2
COLOMBINA;19539;GRISSLY GUSANITOS*50UN;2
COLOMBINA;19540;NUCITA CAL ESPARCIBLE*350GR;2
COLOMBINA;19542;SPLOT FRESA ACID*50UN;2
COLOMBINA;19546;COFEE DELIGHT INTENSO*50UND;2
COLOMBINA;19552;BON BON BUM MASCARAS*24UN;2
COLOMBINA;19559;GRISSLY SOUR *72GR;2
COLOMBINA;19560;MILLOWS PAW PATROL*35GR;2
COLOMBINA;19561;MILLOWS PAW PATROL*145GR;2
COLOMBINA;19571;GRISSLY CORAZON*80GR;2
COLOMBINA;19572;GRISSLY SURTIDOS*80GR *24UND;2
COLOMBINA;19578;OF 1 MAYONESA*85GR*12+1 S.TOMATE*85 *12 UDS DCTO 15%;2
COLOMBINA;19583;BON BON BUM MISTERY *24UN;2
COLOMBINA;19584;MILLOWS SNACK BLANCO SABOR LECHE*35GR;2
COLOMBINA;19585;MILLOWS SNACK SABOR VAINILLA*35GR;2
COLOMBINA;19586;CHUPETA KICK MASTICABLE*12UN;2
COLOMBINA;19588;GRISSLY SNACK COCODRILO*55GR;2
COLOMBINA;19589;GRISSLY SNACK HUELLITAS*55GR SABOR CEREZA;2
COLOMBINA;19590;GRISSLY SNACK TIBURON*55GR SABOR CEREZA;2
COLOMBINA;19595;TIPITIN VITAMINA C + ZINC *24UN;2
COLOMBINA;19599;SNOW MINT FRESA*100UN;2
AZULK SA;19601;SUPER RIEL*400GR *12UND;
AZULK SA;19605;OF CAREY SURT 110GR PAG5 LLV6;
AZULK SA;19608;AZULKLEAN LAVAND*3000ML;
AZULK SA;19610;DET LIQUID AK1 MANZANA *300ML DOYPACK;
AZULK SA;19611;DET LIQUIDO AK1 MANZANA*900ML DOYPACK;
AZULK SA;19612;BLANCOAZULK MAG LAV*200GR *3UND;
AZULK SA;19613;EXTRA ENZIMA PODEROSA*100GR;
AZULK SA;19615;DET LIQ AK-1 MANZANA*1800ML DOYPACK;
AZULK SA;19616;AK LAVALIQ LIMON ALOE*360ML DOYPACK;
AZULK SA;19617;AK LAVALIQ MANZANA*360ML;
AZULK SA;19619;AZULKLEAN BRISA DEL MAR *450ML;
AZULK SA;19620;AK-1 FLORAL*1450GR;
AZULK SA;19623;OF 4 AK-1 FLOR*450GR P.E;
AZULK SA;19625;AK-1 FLORAL*180GR;
AZULK SA;19626;AK-1 MANZANA*180GR;
AZULK SA;19627;AK-1 MANZANA*1450GR;
AZULK SA;19628;AK-1 MANZANA*3900GR;
AZULK SA;19631;LAK TROPICAL *3UN *115GR;
AZULK SA;19632;SUPER RIEL BARRA LIQUID FLORAL*925ML;
AZULK SA;19633;AZULKLEAN VIRUCIDA BRISA DEL MAR*950ML;
AZULK SA;19636;AK-1 FLORAL*3KG VALVULA;
AZULK SA;19638;CAREY SURT*110GR *6UNDS;
AZULK SA;19641;LAK ANTIBACTERIAL AVENA *3UN*115GR;
AZULK SA;19642;LAK HERBAL *3UN *115GR;
AZULK SA;19652;LAK BEBE*115GR*3;
AZULK SA;19653;CAREY RELAJACION*3*110GR;
AZULK SA;19655;CAREY SUAVIDAD MAGICA*3*125GR;
AZULK SA;19660;SUPER RIEL*280GR;
AZULK SA;19666;COCO PRENDAS DELICADAS*180;
AZULK SA;19667;LAK SENSACIONES*115GR;
AZULK SA;19668;OF 2 AK-1 BARRA*3000 GTS 1 AK-1 FLOR*450GR;
AZULK SA;19672;OF 6 AZULKLEAN (2BB-2BRISA-2LAV*200ML) P.E.;
AZULK SA;19673;OF 12 SUPER RIEL*400GR GTS 1 AK-1 FLORAL*180GR;
AZULK SA;19674;OF 7 DETERK FLORAL*450GR P.E;
AZULK SA;19675;OF 15 BLANCOAZULK BRISAFLOR* 400GR P.E.;
AZULK SA;19676;OF 12 SUPER RIEL *400 GTS 1 AK 1 DETERG CON PODER BARRA *180G;1,3
AZULK SA;19677;OF 1 AK-1 DETERG FLORAL *450 DESC  25%;1,3
AZULK SA;19678;OF 1 AK-1 DETERG CON PODER BARRA *450DCTO 25%;1,3
AZULK SA;19679;OF 1 AK-1 MANZANA *450 DCTO 25%;
AZULK SA;19680;OF 1 AK-1 FLORAL *3KG VALVULA DCTO 6.23%;
AZULK SA;19681;OF 1 AK-1 MANZANA *3000GR VALVULA DCTO 6.23%;
AZULK SA;19682;OF 1 AK-1 CON BARRA *3000GR VALVULA DESC 6.23%;
AZULK SA;19683;OF 1 DETERK FLORAL *450GR DCTO 12.8%;1,3
AZULK SA;19684;OF 1 DETERK 4K ANTIBACT *450 DCTO 12.8%;1,3
AZULK SA;19685;OF 12 SUPER RIEL *400GR GTS 1 SUPER RIEL *200GR;
AZULK SA;19686;OF LAK SENSACIONES*115GR PG8 LLV9;
AZULK SA;19687;OF LE FRAGANCE FLORAL*100GR PG 6 LLV 7;
COLOMBINA;19800;CAPRI VAINILLA EMP LAMINADO 24 UDS*12G;2
COLOMBINA;19801;CHOCO PONKY TIRA *8UND;2
COLOMBINA;19805;CAPRI FRESA EMP LAMINADO 24 UDS*12G;2
COLOMBINA;19809;CRAKEÑAS CLUB MTC*4 PAQ 119GR;3
COLOMBINA;19810;MINI BUM SURTIDO FRESA UVA*100UND;2
COLOMBINA;19811;GRISSLY SIMPSONS SURT*80GR;2
COLOMBINA;19814;OF 1 MAX COMBI *100 + 1 BBB CARAMELO MAST*45 DCTO 10%;2
COLOMBINA;19824;MAYONESA DISPL*85GR*12UNDS;2
COLOMBINA;19825;S.TOMATE DISP*85GR *12 UNDS;2
COLOMBINA;19828;FRUTICAS CARAMELO BLANDO*100UND;2
COLOMBINA;19829;SALSA TARTARA DISPL*85GR*6UNDS;2
COLOMBINA;19835;PPACK BBB 1FRESA*24+1 TROP SPLASH*24+1SURTIDO*24  GTSBBB*6UNS;
COLOMBINA;19836;GRISSLY AROS*78GR;
COLOMBINA;19838;EXHIBIDOR GRISSLY;
COLOMBINA;19843;SALSA ROSADA DISPL*85GR*12UNDS;2
COLOMBINA;19844;MOSTANEZA DISPL*85GR*6UNDS;2
COLOMBINA;19845;SALSA CON MOSTAZA DISPL*85GR*6UNDS;2
COLOMBINA;19848;MAX SOUR ACIDO*12;2
COLOMBINA;19851;BON BON BUM UVA MIX*24 UND;
COLOMBINA;19862;SALSA BARBECUE*1000GR DOYPACK;
COLOMBINA;19863;BARRA DE CEREAL FIBRA 23GR *6UDS;
COLOMBINA;19868;OF 1 CHOCOBREAK TRAD*50+ 1 CHOCODISK PLEGADIZA*18 DCTO 15%;
COLOMBINA;19870;GRISSLY ANILLOS*50 UDS;
COLOMBINA;19873;MAYONESA PG130GR LLV150GR;
COLOMBINA;19875;SALSA TOMATE PG130GR LLV150GR;
COLOMBINA;19881;OF 4 ATUN ACEITE*160GR DCTO GTS 1 ARROZ DIANA*500GR;
COLOMBINA;19882;OF 3 SALSA DE TOMATE*150G+3 MAYONESA PG130 LLV150G DCTO 15%;
COLOMBINA;19883;OF 1 BBB FRESA*24+ 1 BBB SURTIDO*24  DCTO 8%;
COLOMBINA;19884;OF 1 COFFEE DELIGHT DUR*100+1COFFEE BLANDO*100 DTO 5%;
COLOMBINA;19885;OF GRISSLY (3 GUSANOS*80+3 SPLASH*80)+6 MILLOWS STDO*35GR DCTO 5%;
COLOMBINA;19886;OF 3 ATUN ACEITE*160GR DCTO 8%GTS1 S.TOMATE PG130GR LLV150GR;
COLOMBINA;19887;BRIDGE IND CHOCOMANI 37GR*10UN;
COLOMBINA;19888;SALSA DE AJO*190GR;
COLOMBINA;19889;KIT TIENDAS;
COLOMBINA;19890;OF 1 SALSA DE AJO*190GR+SALSA TOMATE DP*200G DCTO 10%;
COLOMBINA;19891;OF 1 MAX COMBI *100 + 1 BBB CARAMELO MAST*45 DCTO 8%;
COLOMBINA;19892;OF 1 GRISSLY GUSANOS RPTO*300GR+MILLOWS INDIVIDUAL CREAM*50 DCTO 5%;
COLOMBINA;19893;OF 2BBB FRESA*24 +1BBB SURTIDO*24 GTS 1 NUCITA*6UDS;
COLOMBINA;19894;OF 2 MORDISQUETA MARACUYA*24 GTS BOMBONERA;
COLOMBINA;19895;VINAGRETA DE MARACUYA Y SEMILLAS DE AMAPOLA*340GR;
COLOMBINA;19896;CRAKEÑAS SALTIN *325GR;
COLOMBINA;19897;OF 1 GRISSLY GUSANOS RPTO*300GR+MILLOWS INDIVIDUAL CREAM*50 DCTO 10%;
COLOMBINA;19898;SALSA TOMATE *150GR;
COLOMBINA;19899;OF 3 ATUN ACEITE* 160GR GTS 1 ARROZ  ROA *500GR;
COLOMBINA;19900;BON BON BUM HEROES*24UN;
COLOMBINA;19901;OF 1 BBB CARAMELO MASTICABLE *45 UND+ 1 BBB HEROES*24  DCTO 8%;
COLOMBINA;19902;OF 3 MILLOWS SURTIDOS*35G+3 GRISSLY GUSANOS*80G DCTO 10%;
COLOMBINA;19903;OF 1 CREMA MUU*12 UND + 1 CHOCOBREAK TRADICIONAL*50UN DCTO 10%;
COLOMBINA;19904;SPLOT ZOMBIE*50UN;
COLOMBINA;19905;OF 1SALSA BARBECUE*200G+ 1MAYONESA PG130GR LLV150GR DCTO 15%;
HENKEL COLOMBIANA SAS;20101;PAL CC 1-0 TUB+OX 50ML -NEGRO;
HENKEL COLOMBIANA SAS;20102;PAL CC 1-1 TUB+OX 50ML -NEGRO AZUL;
HENKEL COLOMBIANA SAS;20103;PAL CC 3-0 TUB+OX 50ML -CASTAÑO OSCURO;
HENKEL COLOMBIANA SAS;20104;PAL CC 6-99 TUB+OX 50ML -VIOLETA PROFUNDO;
HENKEL COLOMBIANA SAS;20105;PAL CC 5-68 TUB+OX 50ML -CHOCOLATE;
HENKEL COLOMBIANA SAS;20106;PAL CC 5-0 TUB+OX 50ML -CASTAÑO CLARO;
HENKEL COLOMBIANA SAS;20107;PAL CC 7-0 TUB+OX 50ML -RUBIO MEDIO;
HENKEL COLOMBIANA SAS;20108;PAL CC 8-0 TUB+OX 50ML -RUBIO CLARO;
HENKEL COLOMBIANA SAS;20109;PAL CC 4-0 TUB+OX 50ML -CASTAÑO MEDIO;
HENKEL COLOMBIANA SAS;20110;PAL CC 6-88 TUB+OX 50ML -RUBI;
HENKEL COLOMBIANA SAS;20111;PAL CC 8-1 TUB+OX 50ML -RUBIO CLARO CENIZO;
HENKEL COLOMBIANA SAS;20112;PAL CC 4-88 TUB+OX 50ML -CASTAÑO ROJIZO;
HENKEL COLOMBIANA SAS;20113;PAL CC 6-0 TUB+OX 50ML -RUBIO OSCURO;
HENKEL COLOMBIANA SAS;20114;PAL CC 6-60 TUB+OX 50ML -CHOCOLATE ORO;
HENKEL COLOMBIANA SAS;20115;PAL CC 10-1 TUB+OX 50ML -RUBIO PLATA CENIZO;
HENKEL COLOMBIANA SAS;20116;PAL CC 4-89 TUB+OX 50ML -BORGOÑA INTENSO;
HENKEL COLOMBIANA SAS;20117;PAL CC 7-1 TUB+OX 50ML -RUBIO MEDIO CENIZO;
HENKEL COLOMBIANA SAS;20118;PAL CC 9-1 TUB+OX 50ML -RUBIO EXTRA CLARO;
HENKEL COLOMBIANA SAS;20119;PAL CC 6-68 TUB+OX 50ML -CHOCOLATE CLARO;
HENKEL COLOMBIANA SAS;20120;PAL CC 3-68 TUB+OX 50ML -CHOCOLATE PROFUNDO;
HENKEL COLOMBIANA SAS;20121;PAL CC 5-80 TUB+OX 50ML -CHOCOLATE CEREZA;
HENKEL COLOMBIANA SAS;20123;PAL CC 5-57 TUB+OX 50ML -CHOCOLATE MACADAMIA;
HENKEL COLOMBIANA SAS;20124;PALETTE CC 71D TUB+OXIG-RUBIO NATURAL;
HENKEL COLOMBIANA SAS;20125;PALETTE CC 72C TUB+OXIG- RUBIO CENIZO;
HENKEL COLOMBIANA SAS;20126;PALETTE CC QII TUB+OXIG-RUBIO DORADO;
HENKEL COLOMBIANA SAS;20127;IG VIT 9-98 VIOLETA TUBO*50ML;
HENKEL COLOMBIANA SAS;20129;MOCO GORILA HIPSTER*200GR;
HENKEL COLOMBIANA SAS;20130;MOCO GORILA ROCKERO*340GR;
HENKEL COLOMBIANA SAS;20131;MOCO GORILA ROCKERO*270GR;
HENKEL COLOMBIANA SAS;20132;MOCO GORILA PUNK*270GR;
HENKEL COLOMBIANA SAS;20133;MOCO GORILA PUNK*340GR;
